Time (GMT): 	 Temp (deg C) 	 Humidity (%) 
Mon, 22 Mar 2021 02:46:27 GMT	17.70	92.20
Mon, 22 Mar 2021 02:46:37 GMT	17.70	92.00
Mon, 22 Mar 2021 02:46:47 GMT	17.70	92.00
Mon, 22 Mar 2021 02:46:57 GMT	17.70	92.10
Mon, 22 Mar 2021 02:47:07 GMT	17.70	92.10
Mon, 22 Mar 2021 02:47:17 GMT	17.70	91.80
Mon, 22 Mar 2021 02:47:27 GMT	17.70	91.70
Mon, 22 Mar 2021 02:47:37 GMT	17.70	91.80
Mon, 22 Mar 2021 02:47:47 GMT	17.70	92.00
Mon, 22 Mar 2021 02:47:57 GMT	17.70	92.00
Mon, 22 Mar 2021 02:48:07 GMT	17.70	92.30
Mon, 22 Mar 2021 02:48:17 GMT	17.70	92.60
Mon, 22 Mar 2021 02:48:27 GMT	17.70	92.50
Mon, 22 Mar 2021 02:48:37 GMT	17.70	92.40
Mon, 22 Mar 2021 02:48:47 GMT	17.70	92.60
Mon, 22 Mar 2021 02:48:57 GMT	17.70	92.40
Mon, 22 Mar 2021 02:49:07 GMT	17.70	92.20
Mon, 22 Mar 2021 02:49:17 GMT	17.70	92.30
Mon, 22 Mar 2021 02:49:27 GMT	17.70	92.40
Mon, 22 Mar 2021 02:49:37 GMT	17.70	92.40
Mon, 22 Mar 2021 02:49:47 GMT	17.70	92.80
Mon, 22 Mar 2021 02:49:57 GMT	17.70	92.90
Mon, 22 Mar 2021 02:50:07 GMT	17.70	93.00
Mon, 22 Mar 2021 02:50:17 GMT	17.70	92.80
Mon, 22 Mar 2021 02:50:27 GMT	17.70	92.40
Mon, 22 Mar 2021 02:50:37 GMT	17.70	92.80
Mon, 22 Mar 2021 02:50:47 GMT	17.70	93.00
Mon, 22 Mar 2021 02:50:57 GMT	17.70	92.60
Mon, 22 Mar 2021 02:51:07 GMT	17.70	92.60
Mon, 22 Mar 2021 02:51:17 GMT	17.70	92.60
Mon, 22 Mar 2021 02:51:27 GMT	17.70	92.70
Mon, 22 Mar 2021 02:51:37 GMT	17.70	92.90
Mon, 22 Mar 2021 02:51:47 GMT	17.70	92.80
Mon, 22 Mar 2021 02:51:57 GMT	17.70	92.80
Mon, 22 Mar 2021 02:52:07 GMT	17.70	93.00
Mon, 22 Mar 2021 02:52:17 GMT	17.70	93.00
Mon, 22 Mar 2021 02:52:27 GMT	17.70	93.20
Mon, 22 Mar 2021 02:52:37 GMT	17.70	93.20
Mon, 22 Mar 2021 02:52:47 GMT	17.70	93.10
Mon, 22 Mar 2021 02:52:57 GMT	17.70	93.10
Mon, 22 Mar 2021 02:53:07 GMT	17.70	93.20
Mon, 22 Mar 2021 02:53:17 GMT	17.70	92.80
Mon, 22 Mar 2021 02:53:27 GMT	17.70	92.60
Mon, 22 Mar 2021 02:53:37 GMT	17.70	92.50
Mon, 22 Mar 2021 02:53:47 GMT	17.70	92.60
Mon, 22 Mar 2021 02:53:57 GMT	17.70	92.90
Mon, 22 Mar 2021 02:54:07 GMT	17.70	93.00
Mon, 22 Mar 2021 02:54:17 GMT	17.70	93.00
Mon, 22 Mar 2021 02:54:27 GMT	17.70	93.00
Mon, 22 Mar 2021 02:54:37 GMT	17.70	93.10
Mon, 22 Mar 2021 02:54:47 GMT	17.70	93.10
Mon, 22 Mar 2021 02:54:57 GMT	17.70	93.30
Mon, 22 Mar 2021 02:55:07 GMT	17.70	93.20
Mon, 22 Mar 2021 02:55:17 GMT	17.70	93.10
Mon, 22 Mar 2021 02:55:27 GMT	17.70	92.90
Mon, 22 Mar 2021 02:55:37 GMT	17.70	93.20
Mon, 22 Mar 2021 02:55:47 GMT	17.70	93.20
Mon, 22 Mar 2021 02:55:57 GMT	17.70	93.10
Mon, 22 Mar 2021 02:56:07 GMT	17.70	93.00
Mon, 22 Mar 2021 02:56:17 GMT	17.70	93.10
Mon, 22 Mar 2021 02:56:27 GMT	17.70	93.20
Mon, 22 Mar 2021 02:56:37 GMT	17.70	93.20
Mon, 22 Mar 2021 02:56:47 GMT	17.70	93.30
Mon, 22 Mar 2021 02:56:57 GMT	17.70	93.20
Mon, 22 Mar 2021 02:57:07 GMT	17.70	93.20
Mon, 22 Mar 2021 02:57:17 GMT	17.70	93.40
Mon, 22 Mar 2021 02:57:27 GMT	17.70	93.10
Mon, 22 Mar 2021 02:57:37 GMT	17.70	93.10
Mon, 22 Mar 2021 02:57:47 GMT	17.70	93.00
Mon, 22 Mar 2021 02:57:57 GMT	17.70	93.10
Mon, 22 Mar 2021 02:58:07 GMT	17.70	93.30
Mon, 22 Mar 2021 02:58:17 GMT	17.70	93.20
Mon, 22 Mar 2021 02:58:27 GMT	17.70	93.30
Mon, 22 Mar 2021 02:58:37 GMT	17.70	92.90
Mon, 22 Mar 2021 02:58:47 GMT	17.70	93.00
Mon, 22 Mar 2021 02:58:57 GMT	17.70	93.00
Mon, 22 Mar 2021 02:59:07 GMT	17.70	93.10
Mon, 22 Mar 2021 02:59:17 GMT	17.70	92.90
Mon, 22 Mar 2021 02:59:27 GMT	17.70	93.40
Mon, 22 Mar 2021 02:59:37 GMT	17.70	93.60
Mon, 22 Mar 2021 02:59:47 GMT	17.70	93.60
Mon, 22 Mar 2021 02:59:57 GMT	17.70	93.60
Mon, 22 Mar 2021 03:00:07 GMT	17.70	93.50
Mon, 22 Mar 2021 03:00:17 GMT	17.70	93.50
Mon, 22 Mar 2021 03:00:27 GMT	17.70	93.40
Mon, 22 Mar 2021 03:00:37 GMT	17.70	93.10
Mon, 22 Mar 2021 03:00:47 GMT	17.70	93.00
Mon, 22 Mar 2021 03:00:57 GMT	17.70	93.20
Mon, 22 Mar 2021 03:01:07 GMT	17.70	92.90
Mon, 22 Mar 2021 03:01:17 GMT	17.70	93.30
Mon, 22 Mar 2021 03:01:27 GMT	17.70	93.30
Mon, 22 Mar 2021 03:01:37 GMT	17.70	93.30
Mon, 22 Mar 2021 03:01:47 GMT	17.70	93.30
Mon, 22 Mar 2021 03:01:57 GMT	17.70	93.00
 Mon, 22 Mar 2021 03:02:07 GMT	17.70	93.00
Mon, 22 Mar 2021 03:02:17 GMT	17.70	93.20
Mon, 22 Mar 2021 03:02:27 GMT	17.60	93.30
Mon, 22 Mar 2021 03:02:37 GMT	17.70	93.40
Mon, 22 Mar 2021 03:02:47 GMT	17.60	93.70
Mon, 22 Mar 2021 03:02:57 GMT	17.60	93.50
Mon, 22 Mar 2021 03:03:07 GMT	17.60	93.80
Mon, 22 Mar 2021 03:03:17 GMT	17.60	93.90
Mon, 22 Mar 2021 03:03:27 GMT	17.60	93.80
Mon, 22 Mar 2021 03:03:37 GMT	17.70	93.60
Mon, 22 Mar 2021 03:03:47 GMT	17.60	93.50
Mon, 22 Mar 2021 03:03:57 GMT	17.60	93.30
Mon, 22 Mar 2021 03:04:07 GMT	17.60	93.20
Mon, 22 Mar 2021 03:04:17 GMT	17.70	93.40
Mon, 22 Mar 2021 03:04:27 GMT	17.60	93.40
Mon, 22 Mar 2021 03:04:37 GMT	17.60	93.50
Mon, 22 Mar 2021 03:04:47 GMT	17.60	93.50
Mon, 22 Mar 2021 03:04:57 GMT	17.60	93.60
Mon, 22 Mar 2021 03:05:07 GMT	17.60	93.60
Mon, 22 Mar 2021 03:05:17 GMT	17.60	93.50
Mon, 22 Mar 2021 03:05:27 GMT	17.60	93.40
Mon, 22 Mar 2021 03:05:37 GMT	17.70	93.40
Mon, 22 Mar 2021 03:05:47 GMT	17.60	93.40
Mon, 22 Mar 2021 03:05:57 GMT	17.60	93.60
Mon, 22 Mar 2021 03:06:07 GMT	17.60	93.60
Mon, 22 Mar 2021 03:06:17 GMT	17.60	93.80
Mon, 22 Mar 2021 03:06:27 GMT	17.60	93.60
Mon, 22 Mar 2021 03:06:37 GMT	17.60	93.40
Mon, 22 Mar 2021 03:06:47 GMT	17.60	93.40
Mon, 22 Mar 2021 03:06:57 GMT	17.60	93.60
Mon, 22 Mar 2021 03:07:07 GMT	17.60	93.90
Mon, 22 Mar 2021 03:07:17 GMT	17.60	94.00
Mon, 22 Mar 2021 03:07:27 GMT	17.60	93.90
Mon, 22 Mar 2021 03:07:37 GMT	17.60	94.00
Mon, 22 Mar 2021 03:07:47 GMT	17.60	94.00
Mon, 22 Mar 2021 03:07:57 GMT	17.60	94.00
Mon, 22 Mar 2021 03:08:07 GMT	17.60	94.00
Mon, 22 Mar 2021 03:08:17 GMT	17.60	94.10
Mon, 22 Mar 2021 03:08:27 GMT	17.60	94.00
Mon, 22 Mar 2021 03:08:37 GMT	17.60	94.20
Mon, 22 Mar 2021 03:08:47 GMT	17.60	94.10
Mon, 22 Mar 2021 03:08:57 GMT	17.60	94.00
Mon, 22 Mar 2021 03:09:07 GMT	17.60	94.00
Mon, 22 Mar 2021 03:09:17 GMT	17.60	94.10
Mon, 22 Mar 2021 03:09:27 GMT	17.60	94.00
Mon, 22 Mar 2021 03:09:37 GMT	17.60	94.10
Mon, 22 Mar 2021 03:09:47 GMT	17.60	94.10
Mon, 22 Mar 2021 03:09:57 GMT	17.60	94.20
Mon, 22 Mar 2021 03:10:07 GMT	17.60	94.20
Mon, 22 Mar 2021 03:10:17 GMT	17.60	94.10
Mon, 22 Mar 2021 03:10:27 GMT	17.60	94.10
Mon, 22 Mar 2021 03:10:37 GMT	17.60	94.20
Mon, 22 Mar 2021 03:10:47 GMT	17.60	94.00
Mon, 22 Mar 2021 03:10:57 GMT	17.60	94.00
Mon, 22 Mar 2021 03:11:07 GMT	17.60	93.90
Mon, 22 Mar 2021 03:11:17 GMT	17.60	93.80
Mon, 22 Mar 2021 03:11:27 GMT	17.60	94.00
Mon, 22 Mar 2021 03:11:37 GMT	17.60	94.00
Mon, 22 Mar 2021 03:11:47 GMT	17.60	94.10
Mon, 22 Mar 2021 03:11:57 GMT	17.60	94.00
Mon, 22 Mar 2021 03:12:07 GMT	17.60	94.10
Mon, 22 Mar 2021 03:12:17 GMT	17.60	94.00
Mon, 22 Mar 2021 03:12:27 GMT	17.60	93.80
Mon, 22 Mar 2021 03:12:37 GMT	17.60	93.60
Mon, 22 Mar 2021 03:12:47 GMT	17.60	93.70
Mon, 22 Mar 2021 03:12:57 GMT	17.60	94.00
Mon, 22 Mar 2021 03:13:07 GMT	17.60	94.00
Mon, 22 Mar 2021 03:13:17 GMT	17.60	94.00
Mon, 22 Mar 2021 03:13:27 GMT	17.60	93.80
Mon, 22 Mar 2021 03:13:37 GMT	17.60	93.70
Mon, 22 Mar 2021 03:13:47 GMT	17.60	93.70
Mon, 22 Mar 2021 03:13:57 GMT	17.60	93.90
Mon, 22 Mar 2021 03:14:07 GMT	17.60	94.00
Mon, 22 Mar 2021 03:14:17 GMT	17.60	94.00
Mon, 22 Mar 2021 03:14:27 GMT	17.60	94.30
Mon, 22 Mar 2021 03:14:37 GMT	17.60	94.40
Mon, 22 Mar 2021 03:14:47 GMT	17.60	94.20
Mon, 22 Mar 2021 03:14:57 GMT	17.60	94.10
Mon, 22 Mar 2021 03:15:07 GMT	17.60	94.10
Mon, 22 Mar 2021 03:15:17 GMT	17.60	94.20
Mon, 22 Mar 2021 03:15:27 GMT	17.60	94.30
Mon, 22 Mar 2021 03:15:37 GMT	17.60	94.20
Mon, 22 Mar 2021 03:15:47 GMT	17.60	94.00
Mon, 22 Mar 2021 03:15:57 GMT	17.60	94.00
Mon, 22 Mar 2021 03:16:07 GMT	17.60	94.00
Mon, 22 Mar 2021 03:16:17 GMT	17.60	94.00
Mon, 22 Mar 2021 03:16:27 GMT	17.60	94.00
Mon, 22 Mar 2021 03:16:37 GMT	17.60	94.00
Mon, 22 Mar 2021 03:16:47 GMT	17.60	94.20
Mon, 22 Mar 2021 03:16:57 GMT	17.60	94.20
Time (GMT): 	 Temp (deg C) 	 Humidity (%) 
  Mon, 22 Mar 2021 23:50:27 GMT	18.10	95.40
Mon, 22 Mar 2021 23:50:37 GMT	18.10	95.40
Mon, 22 Mar 2021 23:50:47 GMT	18.10	95.40
Mon, 22 Mar 2021 23:50:57 GMT	18.20	95.40
Mon, 22 Mar 2021 23:51:07 GMT	18.20	95.40
Mon, 22 Mar 2021 23:51:17 GMT	18.20	95.40
Mon, 22 Mar 2021 23:51:27 GMT	18.10	95.30
Mon, 22 Mar 2021 23:51:37 GMT	18.20	95.40
Mon, 22 Mar 2021 23:51:47 GMT	18.20	95.40
Mon, 22 Mar 2021 23:51:57 GMT	18.10	95.40
Mon, 22 Mar 2021 23:52:07 GMT	18.20	95.40
Mon, 22 Mar 2021 23:52:17 GMT	18.20	95.40
Mon, 22 Mar 2021 23:52:27 GMT	18.10	95.30
Mon, 22 Mar 2021 23:52:37 GMT	18.20	95.30
Mon, 22 Mar 2021 23:52:47 GMT	18.20	95.30
Mon, 22 Mar 2021 23:52:57 GMT	18.20	95.30
Mon, 22 Mar 2021 23:53:07 GMT	18.10	95.30
Mon, 22 Mar 2021 23:53:17 GMT	18.10	95.30
Mon, 22 Mar 2021 23:53:27 GMT	18.20	95.30
Mon, 22 Mar 2021 23:53:37 GMT	18.20	95.30
Mon, 22 Mar 2021 23:53:47 GMT	18.20	95.30
Mon, 22 Mar 2021 23:53:57 GMT	18.20	95.30
Mon, 22 Mar 2021 23:54:07 GMT	18.20	95.30
Mon, 22 Mar 2021 23:54:17 GMT	18.20	95.30
Mon, 22 Mar 2021 23:54:27 GMT	18.20	95.30
Mon, 22 Mar 2021 23:54:37 GMT	18.20	95.30
Mon, 22 Mar 2021 23:54:47 GMT	18.20	95.30
Mon, 22 Mar 2021 23:54:57 GMT	18.20	95.30
Mon, 22 Mar 2021 23:55:07 GMT	18.20	95.30
Mon, 22 Mar 2021 23:55:17 GMT	18.20	95.30
Mon, 22 Mar 2021 23:55:27 GMT	18.20	95.30
Mon, 22 Mar 2021 23:55:37 GMT	18.20	95.30
Mon, 22 Mar 2021 23:55:47 GMT	18.20	95.30
Mon, 22 Mar 2021 23:55:57 GMT	18.20	95.30
Mon, 22 Mar 2021 23:56:07 GMT	18.20	95.30
Mon, 22 Mar 2021 23:56:17 GMT	18.20	95.30
Mon, 22 Mar 2021 23:56:27 GMT	18.20	95.30
Mon, 22 Mar 2021 23:56:37 GMT	18.20	95.30
Mon, 22 Mar 2021 23:56:47 GMT	18.20	95.30
Mon, 22 Mar 2021 23:56:57 GMT	18.20	95.30
Mon, 22 Mar 2021 23:57:07 GMT	18.20	95.30
Mon, 22 Mar 2021 23:57:17 GMT	18.20	95.30
Mon, 22 Mar 2021 23:57:27 GMT	18.20	95.30
Mon, 22 Mar 2021 23:57:37 GMT	18.20	95.30
Mon, 22 Mar 2021 23:57:47 GMT	18.20	95.30
Mon, 22 Mar 2021 23:57:57 GMT	18.20	95.30
Mon, 22 Mar 2021 23:58:07 GMT	18.20	95.30
Mon, 22 Mar 2021 23:58:17 GMT	18.20	95.30
Mon, 22 Mar 2021 23:58:27 GMT	18.20	95.30
Mon, 22 Mar 2021 23:58:37 GMT	18.20	95.30
Mon, 22 Mar 2021 23:58:47 GMT	18.20	95.30
Mon, 22 Mar 2021 23:58:57 GMT	18.20	95.30
Mon, 22 Mar 2021 23:59:07 GMT	18.20	95.30
Mon, 22 Mar 2021 23:59:17 GMT	18.20	95.30
Mon, 22 Mar 2021 23:59:27 GMT	18.20	95.30
Mon, 22 Mar 2021 23:59:37 GMT	18.20	95.30
Mon, 22 Mar 2021 23:59:47 GMT	18.20	95.30
Mon, 22 Mar 2021 23:59:57 GMT	18.20	95.30
Tue, 23 Mar 2021 00:00:07 GMT	18.20	95.30
Tue, 23 Mar 2021 00:00:17 GMT	18.20	95.30
Tue, 23 Mar 2021 00:00:27 GMT	18.20	95.30
Tue, 23 Mar 2021 00:00:37 GMT	18.20	95.30
Tue, 23 Mar 2021 00:00:47 GMT	18.20	95.30
Tue, 23 Mar 2021 00:00:57 GMT	18.20	95.30
Tue, 23 Mar 2021 00:01:07 GMT	18.20	95.30
Tue, 23 Mar 2021 00:01:17 GMT	18.20	95.30
Tue, 23 Mar 2021 00:01:27 GMT	18.20	95.30
Tue, 23 Mar 2021 00:01:37 GMT	18.20	95.30
Tue, 23 Mar 2021 00:01:47 GMT	18.20	95.40
Tue, 23 Mar 2021 00:01:57 GMT	18.20	95.40
Tue, 23 Mar 2021 00:02:07 GMT	18.20	95.40
Tue, 23 Mar 2021 00:02:17 GMT	18.20	95.30
Tue, 23 Mar 2021 00:02:27 GMT	18.20	95.30
 Tue, 23 Mar 2021 00:02:37 GMT	18.20	95.30
Tue, 23 Mar 2021 00:02:47 GMT	18.20	95.30
Tue, 23 Mar 2021 00:02:57 GMT	18.20	95.30
Tue, 23 Mar 2021 00:03:07 GMT	18.20	95.30
Tue, 23 Mar 2021 00:03:17 GMT	18.20	95.30
Tue, 23 Mar 2021 00:03:27 GMT	18.20	95.40
Tue, 23 Mar 2021 00:03:37 GMT	18.20	95.40
Tue, 23 Mar 2021 00:03:47 GMT	18.20	95.40
Tue, 23 Mar 2021 00:03:57 GMT	18.20	95.40
Tue, 23 Mar 2021 00:04:07 GMT	18.20	95.40
Tue, 23 Mar 2021 00:04:17 GMT	18.20	95.40
Tue, 23 Mar 2021 00:04:27 GMT	18.20	95.40
Tue, 23 Mar 2021 00:04:37 GMT	18.20	95.40
Tue, 23 Mar 2021 00:04:47 GMT	18.20	95.40
Tue, 23 Mar 2021 00:04:57 GMT	18.20	95.40
Tue, 23 Mar 2021 00:05:07 GMT	18.20	95.40
Tue, 23 Mar 2021 00:05:17 GMT	18.20	95.40
Tue, 23 Mar 2021 00:05:27 GMT	18.20	95.40
Tue, 23 Mar 2021 00:05:37 GMT	18.20	95.40
Tue, 23 Mar 2021 00:05:47 GMT	18.20	95.40
Tue, 23 Mar 2021 00:05:57 GMT	18.20	95.40
Tue, 23 Mar 2021 00:06:07 GMT	18.20	95.40
Tue, 23 Mar 2021 00:06:17 GMT	18.20	95.40
Tue, 23 Mar 2021 00:06:27 GMT	18.20	95.40
Tue, 23 Mar 2021 00:06:37 GMT	18.20	95.40
Tue, 23 Mar 2021 00:06:47 GMT	18.20	95.40
Tue, 23 Mar 2021 00:06:57 GMT	18.20	95.40
Tue, 23 Mar 2021 00:07:07 GMT	18.20	95.40
Tue, 23 Mar 2021 00:07:17 GMT	18.20	95.40
Tue, 23 Mar 2021 00:07:27 GMT	18.20	95.40
Tue, 23 Mar 2021 00:07:37 GMT	18.20	95.40
Tue, 23 Mar 2021 00:07:47 GMT	18.20	95.40
Tue, 23 Mar 2021 00:07:57 GMT	18.20	95.40
Tue, 23 Mar 2021 00:08:07 GMT	18.20	95.40
Tue, 23 Mar 2021 00:08:17 GMT	18.20	95.40
Tue, 23 Mar 2021 00:08:27 GMT	18.20	95.40
Tue, 23 Mar 2021 00:08:37 GMT	18.20	95.40
Tue, 23 Mar 2021 00:08:47 GMT	18.20	95.40
Tue, 23 Mar 2021 00:08:57 GMT	18.20	95.50
Tue, 23 Mar 2021 00:09:07 GMT	18.20	95.50
Tue, 23 Mar 2021 00:09:17 GMT	18.20	95.50
Tue, 23 Mar 2021 00:09:27 GMT	18.20	95.50
Tue, 23 Mar 2021 00:09:37 GMT	18.20	95.50
Tue, 23 Mar 2021 00:09:47 GMT	18.20	95.50
Tue, 23 Mar 2021 00:09:57 GMT	18.20	95.50
Tue, 23 Mar 2021 00:10:07 GMT	18.20	95.50
Tue, 23 Mar 2021 00:10:17 GMT	18.20	95.50
Tue, 23 Mar 2021 00:10:27 GMT	18.20	95.50
Tue, 23 Mar 2021 00:10:37 GMT	18.20	95.50
Tue, 23 Mar 2021 00:10:47 GMT	18.20	95.50
Tue, 23 Mar 2021 00:10:57 GMT	18.20	95.50
Tue, 23 Mar 2021 00:11:07 GMT	18.20	95.50
Tue, 23 Mar 2021 00:11:17 GMT	18.20	95.50
Tue, 23 Mar 2021 00:11:27 GMT	18.20	95.50
Tue, 23 Mar 2021 00:11:37 GMT	18.20	95.50
Tue, 23 Mar 2021 00:11:47 GMT	18.20	95.50
Tue, 23 Mar 2021 00:11:57 GMT	18.20	95.50
Tue, 23 Mar 2021 00:12:07 GMT	18.20	95.50
Tue, 23 Mar 2021 00:12:17 GMT	18.20	95.50
Tue, 23 Mar 2021 00:12:27 GMT	18.20	95.50
Tue, 23 Mar 2021 00:12:37 GMT	18.20	95.50
Tue, 23 Mar 2021 00:12:47 GMT	18.20	95.50
Tue, 23 Mar 2021 00:12:57 GMT	18.20	95.60
Tue, 23 Mar 2021 00:13:07 GMT	18.20	95.60
Tue, 23 Mar 2021 00:13:17 GMT	18.20	95.60
Tue, 23 Mar 2021 00:13:27 GMT	18.20	95.50
Tue, 23 Mar 2021 00:13:37 GMT	18.20	95.60
Tue, 23 Mar 2021 00:13:47 GMT	18.20	95.60
Tue, 23 Mar 2021 00:13:57 GMT	18.20	95.60
Tue, 23 Mar 2021 00:14:07 GMT	18.20	95.60
Tue, 23 Mar 2021 00:14:17 GMT	18.20	95.60
Tue, 23 Mar 2021 00:14:27 GMT	18.20	95.60
Tue, 23 Mar 2021 00:14:37 GMT	18.20	95.60
Tue, 23 Mar 2021 00:14:47 GMT	18.20	95.60
Tue, 23 Mar 2021 00:14:57 GMT	18.20	95.60
Tue, 23 Mar 2021 00:15:07 GMT	18.20	95.60
Tue, 23 Mar 2021 00:15:17 GMT	18.20	95.60
Tue, 23 Mar 2021 00:15:27 GMT	18.20	95.60
Tue, 23 Mar 2021 00:15:37 GMT	18.20	95.60
Tue, 23 Mar 2021 00:15:47 GMT	18.20	95.60
Tue, 23 Mar 2021 00:15:57 GMT	18.20	95.60
Tue, 23 Mar 2021 00:16:07 GMT	18.20	95.60
Tue, 23 Mar 2021 00:16:17 GMT	18.20	95.60
Tue, 23 Mar 2021 00:16:27 GMT	18.20	95.60
Tue, 23 Mar 2021 00:16:37 GMT	18.20	95.60
Tue, 23 Mar 2021 00:16:47 GMT	18.20	95.60
Tue, 23 Mar 2021 00:16:57 GMT	18.20	95.60
Tue, 23 Mar 2021 00:17:07 GMT	18.20	95.60
Tue, 23 Mar 2021 00:17:17 GMT	18.20	95.60
Tue, 23 Mar 2021 00:17:27 GMT	18.20	95.60
Tue, 23 Mar 2021 00:17:37 GMT	18.20	95.60
 Tue, 23 Mar 2021 00:17:47 GMT	18.20	95.60
Tue, 23 Mar 2021 00:17:57 GMT	18.20	95.60
Tue, 23 Mar 2021 00:18:07 GMT	18.20	95.70
Tue, 23 Mar 2021 00:18:17 GMT	18.20	95.70
Tue, 23 Mar 2021 00:18:27 GMT	18.20	95.70
Tue, 23 Mar 2021 00:18:37 GMT	18.20	95.70
Tue, 23 Mar 2021 00:18:47 GMT	18.20	95.70
Tue, 23 Mar 2021 00:18:57 GMT	18.20	95.70
Tue, 23 Mar 2021 00:19:07 GMT	18.20	95.70
Tue, 23 Mar 2021 00:19:17 GMT	18.20	95.70
Tue, 23 Mar 2021 00:19:27 GMT	18.20	95.70
Tue, 23 Mar 2021 00:19:37 GMT	18.20	95.70
Tue, 23 Mar 2021 00:19:47 GMT	18.20	95.70
Tue, 23 Mar 2021 00:19:57 GMT	18.20	95.70
Tue, 23 Mar 2021 00:20:07 GMT	18.20	95.70
Tue, 23 Mar 2021 00:20:17 GMT	18.20	95.70
Tue, 23 Mar 2021 00:20:27 GMT	18.20	95.70
Tue, 23 Mar 2021 00:20:37 GMT	18.20	95.70
Tue, 23 Mar 2021 00:20:47 GMT	18.20	95.70
Tue, 23 Mar 2021 00:20:57 GMT	18.20	95.70
Tue, 23 Mar 2021 00:21:07 GMT	18.20	95.70
Tue, 23 Mar 2021 00:21:17 GMT	18.20	95.70
Tue, 23 Mar 2021 00:21:27 GMT	18.20	95.70
Tue, 23 Mar 2021 00:21:37 GMT	18.20	95.70
Tue, 23 Mar 2021 00:21:47 GMT	18.20	95.70
Tue, 23 Mar 2021 00:21:57 GMT	18.20	95.80
Tue, 23 Mar 2021 00:22:07 GMT	18.10	95.70
Tue, 23 Mar 2021 00:22:17 GMT	18.20	95.80
Tue, 23 Mar 2021 00:22:27 GMT	18.20	95.80
Tue, 23 Mar 2021 00:22:37 GMT	18.20	95.80
Tue, 23 Mar 2021 00:22:47 GMT	18.20	95.80
Tue, 23 Mar 2021 00:22:57 GMT	18.10	95.70
Tue, 23 Mar 2021 00:23:07 GMT	18.10	95.70
Tue, 23 Mar 2021 00:23:17 GMT	18.10	95.70
Tue, 23 Mar 2021 00:23:27 GMT	18.10	95.80
Tue, 23 Mar 2021 00:23:37 GMT	18.10	95.70
Tue, 23 Mar 2021 00:23:47 GMT	18.20	95.80
Tue, 23 Mar 2021 00:23:57 GMT	18.20	95.80
Tue, 23 Mar 2021 00:24:07 GMT	18.10	95.80
Tue, 23 Mar 2021 00:24:17 GMT	18.10	95.80
Tue, 23 Mar 2021 00:24:27 GMT	18.10	95.80
Tue, 23 Mar 2021 00:24:37 GMT	18.10	95.80
Tue, 23 Mar 2021 00:24:47 GMT	18.10	95.80
Tue, 23 Mar 2021 00:24:57 GMT	18.10	95.80
Tue, 23 Mar 2021 00:25:07 GMT	18.10	95.80
Tue, 23 Mar 2021 00:25:17 GMT	18.10	95.80
Tue, 23 Mar 2021 00:25:27 GMT	18.10	95.80
Tue, 23 Mar 2021 00:25:37 GMT	18.20	95.80
Tue, 23 Mar 2021 00:25:47 GMT	18.10	95.80
Tue, 23 Mar 2021 00:25:57 GMT	18.20	95.80
Tue, 23 Mar 2021 00:26:07 GMT	18.10	95.80
Tue, 23 Mar 2021 00:26:17 GMT	18.10	95.80
Tue, 23 Mar 2021 00:26:27 GMT	18.10	95.80
Tue, 23 Mar 2021 00:26:37 GMT	18.10	95.80
Tue, 23 Mar 2021 00:26:47 GMT	18.10	95.80
Tue, 23 Mar 2021 00:26:57 GMT	18.10	95.80
Tue, 23 Mar 2021 00:27:07 GMT	18.10	95.80
Tue, 23 Mar 2021 00:27:17 GMT	18.10	95.80
Tue, 23 Mar 2021 00:27:27 GMT	18.10	95.80
Tue, 23 Mar 2021 00:27:37 GMT	18.10	95.80
Tue, 23 Mar 2021 00:27:47 GMT	18.10	95.80
Tue, 23 Mar 2021 00:27:57 GMT	18.10	95.90
Tue, 23 Mar 2021 00:28:07 GMT	18.20	95.90
Tue, 23 Mar 2021 00:28:17 GMT	18.20	95.90
Tue, 23 Mar 2021 00:28:27 GMT	18.10	95.90
Tue, 23 Mar 2021 00:28:37 GMT	18.10	95.90
Tue, 23 Mar 2021 00:28:47 GMT	18.10	95.90
Tue, 23 Mar 2021 00:28:57 GMT	18.10	95.90
Tue, 23 Mar 2021 00:29:07 GMT	18.10	95.90
Tue, 23 Mar 2021 00:29:17 GMT	18.20	95.90
Tue, 23 Mar 2021 00:29:27 GMT	18.10	95.90
Tue, 23 Mar 2021 00:29:37 GMT	18.10	95.90
Tue, 23 Mar 2021 00:29:47 GMT	18.10	95.90
Tue, 23 Mar 2021 00:29:57 GMT	18.10	95.90
Tue, 23 Mar 2021 00:30:07 GMT	18.10	95.90
Tue, 23 Mar 2021 00:30:17 GMT	18.10	95.90
Tue, 23 Mar 2021 00:30:27 GMT	18.10	95.90
Tue, 23 Mar 2021 00:30:37 GMT	18.10	95.90
Tue, 23 Mar 2021 00:30:47 GMT	18.10	95.90
Tue, 23 Mar 2021 00:30:57 GMT	18.10	95.90
Tue, 23 Mar 2021 00:31:07 GMT	18.10	95.90
Tue, 23 Mar 2021 00:31:17 GMT	18.10	95.90
Tue, 23 Mar 2021 00:31:27 GMT	18.10	95.90
Tue, 23 Mar 2021 00:31:37 GMT	18.10	95.90
Tue, 23 Mar 2021 00:31:47 GMT	18.10	95.90
Tue, 23 Mar 2021 00:31:57 GMT	18.10	95.90
Tue, 23 Mar 2021 00:32:07 GMT	18.10	95.90
